,osid_scrambled,site,tid_scrambled,neighbor1_scrambled,shelf,path,lim,crsin,crsout,member_list,neighbor1_final,neighbor1_lim,neighbor2_final,pathindex,date
286,6eb-a5b5b-81,347,2e9-db6bf-96,2e9-db6bf-96,3,97,LIM-3-2,ADJ-3-2-8,ADJ-3-2-5,CMD44-3-83;LIM-3-2-8;LIM-3-2-5;LIM-3-2;OSC-3-1-1;WSSOPM-3-3;CMD44-3-84,347-2e9-db6bf-96-2-100,LIM-2-2,-,1.0,2020/03/10
287,f70-7d6f5-8e,347,2e9-db6bf-96,024-55d61-21,2,100,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;LIM-2-2-5;LIM-2-2;OSC-2-1-1;WSSOPM-2-3,346-024-55d61-21-1-97,LIM-1-2,-,2.0,2020/03/10
288,f70-7d6f5-8e,347,2e9-db6bf-96,2e9-db6bf-96,2,100,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;LIM-2-2-5;LIM-2-2;OSC-2-1-1;WSSOPM-2-3,347-2e9-db6bf-96-3-97,LIM-3-2,-,2.0,2020/03/10
289,dab-cd938-e7,347,2e9-db6bf-96,f88-259e5-7e,1,188,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3,348-f88-259e5-7e-1-185,LIM-1-2,-,2.0,2020/03/10
290,dab-cd938-e7,347,2e9-db6bf-96,2e9-db6bf-96,1,188,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3,347-2e9-db6bf-96-3-97,LIM-3-2,-,2.0,2020/03/10
291,5c8-ecdfa-4c,322,1cc-2a715-67,c2a-1288a-31,1,100,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;CMD44-1-84,308-c2a-1288a-31-1-97,LIM-1-2,-,2.0,2020/03/10
292,5c8-ecdfa-4c,322,1cc-2a715-67,1cc-2a715-67,1,100,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;CMD44-1-84,322-1cc-2a715-67-2-97,LIM-2-2,-,2.0,2020/03/10
293,9a3-789a3-2c,322,1cc-2a715-67,e5c-f2522-a0,2,97,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91,314-e5c-f2522-a0-1-100,LIM-1-2,-,1.0,2020/03/10
294,9a3-789a3-2c,322,1cc-2a715-67,1cc-2a715-67,2,97,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91,322-1cc-2a715-67-1-100,LIM-1-2,-,1.0,2020/03/10
295,ba0-0615d-9f,860,e00-39cc8-57,25b-09573-de,1,2,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;DSCM-1-91-2;LIM-1-2-5;LIM-1-2;OSC-1-1-1;DSCM-1-91,306-25b-09573-de-5-1,LIM-5-14,-,2.0,2020/03/10
296,8ae-6a830-8a,474,f31-0c101-f7,844-96a93-26,2,92,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91,484-844-96a93-26-2-89,LIM-2-2,-,2.0,2020/03/10
297,8ae-6a830-8a,474,f31-0c101-f7,f31-0c101-f7,2,92,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91,474-f31-0c101-f7-5-76,LIM-5-2,-,2.0,2020/03/10
298,a5c-73b87-bd,474,f31-0c101-f7,5b1-43254-d7,5,76,LIM-5-2,ADJ-5-2-8,ADJ-5-2-5,CMD44-5-83;LIM-5-2-8;LIM-5-2-5;LIM-5-2;OSC-5-1-1;WSSOPM-5-3,485-5b1-43254-d7-1-74,LIM-1-2,-,4.0,2020/03/10
299,a5c-73b87-bd,474,f31-0c101-f7,f31-0c101-f7,5,76,LIM-5-2,ADJ-5-2-8,ADJ-5-2-5,CMD44-5-83;LIM-5-2-8;LIM-5-2-5;LIM-5-2;OSC-5-1-1;WSSOPM-5-3,474-f31-0c101-f7-2-92,LIM-2-2,-,4.0,2020/03/10
300,60a-57327-14,474,f31-0c101-f7,50d-895d1-ab,3,73,LIM-3-2,ADJ-3-2-8,ADJ-3-2-5,CMD44-3-83;LIM-3-2-8;LIM-3-2-5;LIM-3-2;OSC-3-1-1;WSSOPM-3-3,482-50d-895d1-ab-1-76,LIM-1-2,-,1.0,2020/03/10
301,60a-57327-14,474,f31-0c101-f7,f31-0c101-f7,3,73,LIM-3-2,ADJ-3-2-8,ADJ-3-2-5,CMD44-3-83;LIM-3-2-8;LIM-3-2-5;LIM-3-2;OSC-3-1-1;WSSOPM-3-3,474-f31-0c101-f7-2-92,LIM-2-2,-,1.0,2020/03/10
302,13d-671f9-81,474,f31-0c101-f7,c87-6caf8-11,4,153,LIM-4-2,ADJ-4-2-8,ADJ-4-2-5,CMD44-4-83;LIM-4-2-8;DSCM-4-91-1;LIM-4-2;OSC-4-1-1;WSSOPM-4-3;DSCM-4-91,496-c87-6caf8-11-1-156,LIM-1-2,-,1.0,2020/03/10
303,13d-671f9-81,474,f31-0c101-f7,f31-0c101-f7,4,153,LIM-4-2,ADJ-4-2-8,ADJ-4-2-5,CMD44-4-83;LIM-4-2-8;DSCM-4-91-1;LIM-4-2;OSC-4-1-1;WSSOPM-4-3;DSCM-4-91,474-f31-0c101-f7-2-92,LIM-2-2,-,1.0,2020/03/10
304,55c-527a4-04,474,f31-0c101-f7,593-f48b8-d8,1,89,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;DSCM-1-91-1;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;DSCM-1-91,381-593-f48b8-d8-6-92,LIM-6-2,-,1.0,2020/03/10
305,55c-527a4-04,474,f31-0c101-f7,f31-0c101-f7,1,89,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;DSCM-1-91-1;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;DSCM-1-91,474-f31-0c101-f7-2-92,LIM-2-2,-,1.0,2020/03/10
306,80a-6a2d7-11,474,f31-0c101-f7,50d-895d1-ab,8,3,SRA-8-1,ADJ-8-1-8,ADJ-8-1-5,CMD44-8-83;SRA-8-1-8;SRA-8-1-5;SRA-8-1;OSC-8-1-2;WSSOPM-8-3;XLA-8-2,482-50d-895d1-ab-6-4,SRA-6-1,-,1.0,2020/03/10
307,80a-6a2d7-11,474,f31-0c101-f7,f31-0c101-f7,8,3,SRA-8-1,ADJ-8-1-8,ADJ-8-1-5,CMD44-8-83;SRA-8-1-8;SRA-8-1-5;SRA-8-1;OSC-8-1-2;WSSOPM-8-3;XLA-8-2,474-f31-0c101-f7-2-92,LIM-2-2,-,1.0,2020/03/10
308,59b-b24c7-8b,1243,88e-79e8c-a1,962-bab90-5b,1,4,LIM-1-14,ADJ-1-14-8,ADJ-1-14-5,OMDF4-1-91S1;LIM-1-14-8;LIM-1-14-5;LIM-1-14,1220-962-bab90-5b-1-3,LIM-1-14,-,2.0,2020/03/10
309,c6d-9628f-50,393,3c3-46236-92,bdf-3473f-3b,1,72,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;DSCM-1-91-1;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;DSCM-1-91,416-bdf-3473f-3b-1-69,LIM-1-2,-,2.0,2020/03/10
310,c6d-9628f-50,393,3c3-46236-92,3c3-46236-92,1,72,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;DSCM-1-91-1;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;DSCM-1-91,393-3c3-46236-92-2-69,LIM-2-2,-,2.0,2020/03/10
311,5f4-e69d7-48,393,3c3-46236-92,f3d-d885d-62,2,69,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;LIM-2-2-5;LIM-2-2;OSC-2-1-1;WSSOPM-2-3,379-f3d-d885d-62-2-72,LIM-2-2,-,1.0,2020/03/10
312,5f4-e69d7-48,393,3c3-46236-92,3c3-46236-92,2,69,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;LIM-2-2-5;LIM-2-2;OSC-2-1-1;WSSOPM-2-3,393-3c3-46236-92-1-72,LIM-1-2,-,1.0,2020/03/10
313,c22-81873-06,466,171-15b02-80,690-8732e-6c,3,245,LIM-3-2,ADJ-3-2-8,ADJ-3-2-5,CMD44-3-83;LIM-3-2-8;LIM-3-2-5;LIM-3-2;OSC-3-1-1;WSSOPM-3-3,460-690-8732e-6c-2-248,LIM-2-2,-,1.0,2020/03/10
314,c22-81873-06,466,171-15b02-80,171-15b02-80,3,245,LIM-3-2,ADJ-3-2-8,ADJ-3-2-5,CMD44-3-83;LIM-3-2-8;LIM-3-2-5;LIM-3-2;OSC-3-1-1;WSSOPM-3-3,466-171-15b02-80-1-248,LIM-1-2,-,1.0,2020/03/10
315,7cc-b17c5-e8,466,171-15b02-80,cff-8eda5-31,1,248,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;DSCM-1-91-1;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;DSCM-1-91;CMD44-1-84,451-cff-8eda5-31-3-245,LIM-3-2,-,2.0,2020/03/10
316,7cc-b17c5-e8,466,171-15b02-80,171-15b02-80,1,248,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;DSCM-1-91-1;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;DSCM-1-91;CMD44-1-84,466-171-15b02-80-3-245,LIM-3-2,-,2.0,2020/03/10
317,0c8-eae6a-a1,466,171-15b02-80,b43-84800-63,2,17,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;LIM-2-2-5;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;LIM-2-6,419-b43-84800-63-5-20,LIM-5-2,-,1.0,2020/03/10
318,0c8-eae6a-a1,466,171-15b02-80,171-15b02-80,2,17,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;LIM-2-2-5;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;LIM-2-6,466-171-15b02-80-3-245,LIM-3-2,-,1.0,2020/03/10
319,7cc-b17c5-e8,451,cff-8eda5-31,171-15b02-80,3,245,LIM-3-2,ADJ-3-2-8,ADJ-3-2-5,CMD44-3-83;LIM-3-2-8;DSCM-3-91-1;LIM-3-2;OSC-3-1-1;WSSOPM-3-3;DSCM-3-91,466-171-15b02-80-1-248,LIM-1-2,-,1.0,2020/03/10
320,7cc-b17c5-e8,451,cff-8eda5-31,cff-8eda5-31,3,245,LIM-3-2,ADJ-3-2-8,ADJ-3-2-5,CMD44-3-83;LIM-3-2-8;DSCM-3-91-1;LIM-3-2;OSC-3-1-1;WSSOPM-3-3;DSCM-3-91,451-cff-8eda5-31-1-248,LIM-1-2,-,1.0,2020/03/10
321,3c0-603b6-f2,451,cff-8eda5-31,4b5-44f1a-c3,1,248,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3,429-4b5-44f1a-c3-1-245,LIM-1-2,-,2.0,2020/03/10
322,3c0-603b6-f2,451,cff-8eda5-31,cff-8eda5-31,1,248,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3,451-cff-8eda5-31-3-245,LIM-3-2,-,2.0,2020/03/10
323,f3b-4ce12-0d,451,cff-8eda5-31,f5a-db59b-63,2,152,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;LIM-2-2-5;LIM-2-2;OSC-2-1-1;WSSOPM-2-3,448-f5a-db59b-63-1-149,LIM-1-2,-,2.0,2020/03/10
324,f3b-4ce12-0d,451,cff-8eda5-31,cff-8eda5-31,2,152,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;LIM-2-2-5;LIM-2-2;OSC-2-1-1;WSSOPM-2-3,451-cff-8eda5-31-3-245,LIM-3-2,-,2.0,2020/03/10
325,d2a-80e29-f3,349,213-578ec-68,024-55d61-21,1,188,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;LIM-1-4,346-024-55d61-21-2-185,LIM-2-2,-,2.0,2020/03/10
326,d12-4536d-40,1090,1cc-1606b-c1,d03-26c5e-6a,1,2,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,OMDF4-1-85S4;DSCM-1-91-2;LIM-1-2-5;LIM-1-2;DSCM-1-91,389-d03-26c5e-6a-4-1,LIM-4-13,-,2.0,2020/03/10
327,a8d-93fc6-d9,407,f15-75dde-f6,fec-5719d-c3,1,96,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;DSCM-1-91-1;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;DSCM-1-91;LIM-1-4,390-fec-5719d-c3-1-93,LIM-1-2,-,2.0,2020/03/10
328,a8d-93fc6-d9,407,f15-75dde-f6,f15-75dde-f6,1,96,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;DSCM-1-91-1;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;DSCM-1-91;LIM-1-4,407-f15-75dde-f6-2-93,LIM-2-2,-,2.0,2020/03/10
329,490-d2a4e-fa,407,f15-75dde-f6,fe9-c5b5f-d6,2,93,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;LIM-2-2-5;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;LIM-2-4,377-fe9-c5b5f-d6-2-96,LIM-2-2,-,1.0,2020/03/10
330,490-d2a4e-fa,407,f15-75dde-f6,f15-75dde-f6,2,93,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;LIM-2-2-5;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;LIM-2-4,407-f15-75dde-f6-1-96,LIM-1-2,-,1.0,2020/03/10
331,d54-2488c-f7,407,f15-75dde-f6,b91-40624-1f,2,1,LIM-2-14,ADJ-2-14-8,ADJ-2-14-5,OMDF4-2-92S4;DSCM-2-91-2;LIM-2-14-5;LIM-2-14;OSC-2-13-1;DSCM-2-91,1035-b91-40624-1f-1-2,LIM-1-14,-,1.0,2020/03/10
332,d54-2488c-f7,407,f15-75dde-f6,f15-75dde-f6,2,1,LIM-2-14,ADJ-2-14-8,ADJ-2-14-5,OMDF4-2-92S4;DSCM-2-91-2;LIM-2-14-5;LIM-2-14;OSC-2-13-1;DSCM-2-91,407-f15-75dde-f6-1-96,LIM-1-2,-,1.0,2020/03/10
333,87b-4481a-e8,1529,fdb-44daa-65,5c6-310ef-fd,1,3,ESAM-1-1,ADJ-1-1-8,ADJ-1-1-5,ESAM-1-1-8;ESAM-1-1-5;ESAM-1-1;OSC-1-1-2,1530-5c6-310ef-fd-1-1,ESAM-1-1,1528-f58-4f6e8-5e-1-1,5.0,2020/03/10
334,cbb-f03fa-59,390,fec-5719d-c3,d03-26c5e-6a,2,96,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;LIM-2-2-5;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;LIM-2-4,389-d03-26c5e-6a-1-93,LIM-1-2,-,2.0,2020/03/10
335,cbb-f03fa-59,390,fec-5719d-c3,fec-5719d-c3,2,96,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;LIM-2-2-5;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;LIM-2-4,390-fec-5719d-c3-1-93,LIM-1-2,-,2.0,2020/03/10
336,a8d-93fc6-d9,390,fec-5719d-c3,f15-75dde-f6,1,93,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;DSCM-1-91-1;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;DSCM-1-91;LIM-1-4,407-f15-75dde-f6-1-96,LIM-1-2,-,1.0,2020/03/10
337,a8d-93fc6-d9,390,fec-5719d-c3,fec-5719d-c3,1,93,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;DSCM-1-91-1;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;DSCM-1-91;LIM-1-4,390-fec-5719d-c3-2-96,LIM-2-2,-,1.0,2020/03/10
338,f50-9b402-a6,321,81c-9432f-3c,940-0c670-8e,2,144,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91,317-940-0c670-8e-2-141,LIM-2-2,-,2.0,2020/03/10
339,f50-9b402-a6,321,81c-9432f-3c,81c-9432f-3c,2,144,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91,321-81c-9432f-3c-1-141,LIM-1-2,-,2.0,2020/03/10
340,dc0-af468-ba,321,81c-9432f-3c,25b-09573-de,1,141,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;DSCM-1-91-1;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;DSCM-1-91,306-25b-09573-de-4-144,LIM-4-2,-,1.0,2020/03/10
341,dc0-af468-ba,321,81c-9432f-3c,81c-9432f-3c,1,141,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;DSCM-1-91-1;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;DSCM-1-91,321-81c-9432f-3c-2-144,LIM-2-2,-,1.0,2020/03/10
342,82b-3e213-b1,302,9a5-9df60-45,118-e2964-8d,3,13,LIM-3-2,ADJ-3-2-8,ADJ-3-2-5,CMD44-3-83;LIM-3-2-8;LIM-3-2-5;LIM-3-2;OSC-3-1-1;WSSOPM-3-3,327-118-e2964-8d-2-16,LIM-2-2,-,1.0,2020/03/10
343,82b-3e213-b1,302,9a5-9df60-45,9a5-9df60-45,3,13,LIM-3-2,ADJ-3-2-8,ADJ-3-2-5,CMD44-3-83;LIM-3-2-8;LIM-3-2-5;LIM-3-2;OSC-3-1-1;WSSOPM-3-3,302-9a5-9df60-45-2-144,LIM-2-2,-,1.0,2020/03/10
344,4a9-16803-4b,302,9a5-9df60-45,75f-0df4b-c7,2,144,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91,301-75f-0df4b-c7-5-141,LIM-5-2,-,2.0,2020/03/10
345,4a9-16803-4b,302,9a5-9df60-45,9a5-9df60-45,2,144,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91,302-9a5-9df60-45-3-13,LIM-3-2,-,2.0,2020/03/10
346,e0b-39da1-ec,302,9a5-9df60-45,940-0c670-8e,1,141,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;DSCM-1-91-1;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;DSCM-1-91;CMD44-1-84,317-940-0c670-8e-1-144,LIM-1-2,-,1.0,2020/03/10
347,e0b-39da1-ec,302,9a5-9df60-45,9a5-9df60-45,1,141,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;DSCM-1-91-1;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;DSCM-1-91;CMD44-1-84,302-9a5-9df60-45-3-13,LIM-3-2,-,1.0,2020/03/10
348,28c-02e1a-94,302,9a5-9df60-45,1ab-896f0-e2,3,3,LIM-3-14,ADJ-3-14-8,ADJ-3-14-5,CMD44-3-85;LIM-3-14-8;LIM-3-14-5;LIM-3-14,899-1ab-896f0-e2-1-4,LIM-1-2,-,1.0,2020/03/10
349,28c-02e1a-94,302,9a5-9df60-45,9a5-9df60-45,3,3,LIM-3-14,ADJ-3-14-8,ADJ-3-14-5,CMD44-3-85;LIM-3-14-8;LIM-3-14-5;LIM-3-14,302-9a5-9df60-45-3-13,LIM-3-2,-,1.0,2020/03/10
350,799-02ebe-60,433,eee-85a7f-41,71a-12f85-c9,1,192,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;CMD44-1-84,418-71a-12f85-c9-3-189,LIM-3-2,-,2.0,2020/03/10
351,799-02ebe-60,433,eee-85a7f-41,eee-85a7f-41,1,192,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;CMD44-1-84,433-eee-85a7f-41-2-189,LIM-2-2,-,2.0,2020/03/10
352,c55-a0d87-cc,433,eee-85a7f-41,deb-90231-cb,2,189,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91,397-deb-90231-cb-4-192,LIM-4-2,-,1.0,2020/03/10
353,c55-a0d87-cc,433,eee-85a7f-41,eee-85a7f-41,2,189,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91,433-eee-85a7f-41-1-192,LIM-1-2,-,1.0,2020/03/10
354,503-8fb5f-45,337,045-5380f-e1,82e-0a518-2b,2,68,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;LIM-2-2-5;LIM-2-2;OSC-2-1-1;WSSOPM-2-3,338-82e-0a518-2b-1-65,LIM-1-2,-,2.0,2020/03/10
355,503-8fb5f-45,337,045-5380f-e1,045-5380f-e1,2,68,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;LIM-2-2-5;LIM-2-2;OSC-2-1-1;WSSOPM-2-3,337-045-5380f-e1-1-65,LIM-1-2,-,2.0,2020/03/10
356,fd3-a053b-e6,337,045-5380f-e1,1fd-f9075-51,1,65,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3,358-1fd-f9075-51-2-68,LIM-2-2,-,1.0,2020/03/10
357,fd3-a053b-e6,337,045-5380f-e1,045-5380f-e1,1,65,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3,337-045-5380f-e1-2-68,LIM-2-2,-,1.0,2020/03/10
358,d08-629cf-71,450,c69-38394-a1,ffc-d8aec-b9,1,245,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;CMD44-1-84;LIM-1-6,424-ffc-d8aec-b9-1-248,LIM-1-2,-,1.0,2020/03/10
359,d08-629cf-71,450,c69-38394-a1,c69-38394-a1,1,245,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;CMD44-1-84;LIM-1-6,450-c69-38394-a1-2-248,LIM-2-2,-,1.0,2020/03/10
360,ebd-ca09b-7f,450,c69-38394-a1,690-8732e-6c,2,248,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91,460-690-8732e-6c-1-245,LIM-1-2,-,2.0,2020/03/10
361,ebd-ca09b-7f,450,c69-38394-a1,c69-38394-a1,2,248,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91,450-c69-38394-a1-1-245,LIM-1-2,-,2.0,2020/03/10
362,ebd-ca09b-7f,460,690-8732e-6c,c69-38394-a1,1,245,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;DSCM-1-91-1;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;DSCM-1-91,450-c69-38394-a1-2-248,LIM-2-2,-,1.0,2020/03/10
363,ebd-ca09b-7f,460,690-8732e-6c,690-8732e-6c,1,245,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;DSCM-1-91-1;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;DSCM-1-91,460-690-8732e-6c-2-248,LIM-2-2,-,1.0,2020/03/10
364,c22-81873-06,460,690-8732e-6c,171-15b02-80,2,248,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;LIM-2-2-5;LIM-2-2;OSC-2-1-1;WSSOPM-2-3,466-171-15b02-80-3-245,LIM-3-2,-,2.0,2020/03/10
365,c22-81873-06,460,690-8732e-6c,690-8732e-6c,2,248,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;LIM-2-2-5;LIM-2-2;OSC-2-1-1;WSSOPM-2-3,460-690-8732e-6c-1-245,LIM-1-2,-,2.0,2020/03/10
366,528-f4d1a-77,525,13d-5fd39-0f,830-af1a7-f5,1,88,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-14;DRA-1-12-4;DRA-1-12-1;LIM-1-2;OSC-1-4-1;WSS-1-3;CMD44-1-15;CMDA-1-5;DRA-1-12,521-830-af1a7-f5-2-85,LIM-2-2,-,2.0,2020/03/10
367,528-f4d1a-77,525,13d-5fd39-0f,13d-5fd39-0f,1,88,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-14;DRA-1-12-4;DRA-1-12-1;LIM-1-2;OSC-1-4-1;WSS-1-3;CMD44-1-15;CMDA-1-5;DRA-1-12,525-13d-5fd39-0f-2-85,LIM-2-2,-,2.0,2020/03/10
